,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
382,popeyes-chicken-and-biscuits-new-york-8,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.716079, 'longitude': -73.995201}",,1319.074794061151,dhG-YhfUIuEisQgru2QSKg,https://s3-media1.fl.yelpcdn.com/bphoto/PYfolOPjIWbfbH-1yAlJPg/o.jpg,False,"{'address1': '125 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['125 Canal St', 'New York, NY 10002']}",Popeyes Chicken & Biscuits,,$,3.0,46,[],https://www.yelp.com/biz/popeyes-chicken-and-biscuits-new-york-8?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
383,taste-of-shanghai-new-york-3,"[{'alias': 'shanghainese', 'title': 'Shanghainese'}]","{'latitude': 40.715249679603, 'longitude': -73.998610561094}",(212) 693-0300,1041.549806870202,LrFnMmjirO9jtyo0tTdfVg,https://s3-media4.fl.yelpcdn.com/bphoto/h2eBBcc_xJTPpKjXQDYnGg/o.jpg,False,"{'address1': '42 Mott St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['42 Mott St', 'New York, NY 10013']}",Taste of Shanghai,+12126930300,$,3.5,45,"['pickup', 'delivery']",https://www.yelp.com/biz/taste-of-shanghai-new-york-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
384,taco-house-new-york-5,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.7156225, 'longitude': -74.0073923}",(212) 393-1026,785.9433821771836,DAAdG53Wry4Q6juEk3q6SA,https://s3-media3.fl.yelpcdn.com/bphoto/MBSlZcVYyBBAbriXo6_iXw/o.jpg,False,"{'address1': '178 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['178 Church St', 'New York, NY 10013']}",Taco House,+12123931026,$,2.5,85,"['pickup', 'delivery']",https://www.yelp.com/biz/taco-house-new-york-5?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
385,happy-star-bakery-corp-new-york,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.71418, 'longitude': -73.9905}",(212) 608-8899,1544.9026058983366,jihIaG10elZ3MFPFnDa-kA,https://s3-media1.fl.yelpcdn.com/bphoto/mX5rjKfsoTvMMdegv5QadA/o.jpg,False,"{'address1': '160 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['160 E Broadway', 'New York, NY 10002']}",Happy Star Bakery Corp,+12126088899,$,3.5,38,[],https://www.yelp.com/biz/happy-star-bakery-corp-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
386,solo-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}]","{'latitude': 40.7223854064941, 'longitude': -73.98291015625}",(212) 420-7656,2564.06933519493,sckXpoL2O6ZCGfoVsgi2ww,https://s3-media4.fl.yelpcdn.com/bphoto/-fd2uo6fxL8_IrwMyFGBzw/o.jpg,False,"{'address1': '27 Avenue B', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['27 Avenue B', 'New York, NY 10009']}",Solo Pizza,+12124207656,$,4.0,171,"['pickup', 'delivery']",https://www.yelp.com/biz/solo-pizza-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
387,pret-a-manger-new-york,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.70534, 'longitude': -74.01163}",(212) 825-8825,539.195149955999,QDWWhYd571INh669LuPNQQ,https://s3-media1.fl.yelpcdn.com/bphoto/FOa1iCXm7MU9g7UwaDO5Cg/o.jpg,False,"{'address1': '60 Broad St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['60 Broad St', 'New York, NY 10004']}",Pret A Manger,+12128258825,$,3.5,79,[],https://www.yelp.com/biz/pret-a-manger-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
388,freddo-cafe-new-york,"[{'alias': 'diners', 'title': 'Diners'}]","{'latitude': 40.70912, 'longitude': -74.0132299}",(212) 417-5161,517.4295524188263,kvXNq3-BdxS7xvkmgY7Dnw,,False,"{'address1': '120 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['120 Greenwich St', 'New York, NY 10006']}",Freddo Cafe,+12124175161,$,2.5,6,[],https://www.yelp.com/biz/freddo-cafe-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
389,tacos-lupita-brooklyn,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.6189964711666, 'longitude': -73.9900372177362}",(929) 350-5682,10067.016940036305,bx6z2FgYUxElWDvGyeFKiw,https://s3-media4.fl.yelpcdn.com/bphoto/TpeLcxjqdset_IYRaVUQvg/o.jpg,False,"{'address1': '1802 65th St', 'address2': '', 'address3': None, 'city': 'Brooklyn', 'zip_code': '11204', 'country': 'US', 'state': 'NY', 'display_address': ['1802 65th St', 'Brooklyn, NY 11204']}",Tacos Lupita,+19293505682,$,4.5,41,[],https://www.yelp.com/biz/tacos-lupita-brooklyn?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
390,physical-graffitea-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.727188, 'longitude': -73.984927}",(212) 477-7334,2798.798510784844,fzBvSgiIosXI_LY2xEFpFA,https://s3-media3.fl.yelpcdn.com/bphoto/DW1jxPLWqHvtqBkjL9kLug/o.jpg,False,"{'address1': '96 St Marks Pl', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['96 St Marks Pl', 'New York, NY 10009']}",Physical GraffiTea,+12124777334,$,4.0,142,[],https://www.yelp.com/biz/physical-graffitea-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
391,pret-a-manger-new-york-64,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.715924, 'longitude': -74.005122}",(212) 964-1614,838.848206922271,j5Me3YSKfaYHoLu_74SMjA,https://s3-media4.fl.yelpcdn.com/bphoto/btbg4PbpamlAuT8LYYwq8g/o.jpg,False,"{'address1': '319 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['319 Broadway', 'New York, NY 10007']}",Pret A Manger,+12129641614,$,4.0,30,[],https://www.yelp.com/biz/pret-a-manger-new-york-64?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
392,chipotle-mexican-grill-new-york-63,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.714986, 'longitude': -74.0111485}",(646) 412-3981,786.8347191999734,sI2edjlJaaSUv7j8s0R1UQ,https://s3-media2.fl.yelpcdn.com/bphoto/euIdvt882EhhYVtA5nJcNw/o.jpg,False,"{'address1': '275 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['275 Greenwich St', 'New York, NY 10007']}",Chipotle Mexican Grill,+16464123981,$,2.5,71,[],https://www.yelp.com/biz/chipotle-mexican-grill-new-york-63?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
393,little-canal-new-york-2,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]","{'latitude': 40.714309, 'longitude': -73.990417}",(917) 472-7479,1555.2727177037684,DxeD4Jw3gsImI-olCOB0bA,https://s3-media4.fl.yelpcdn.com/bphoto/E9j_S77bypw3ZO9wTUSJSw/o.jpg,False,"{'address1': '26 Canal St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['26 Canal St', 'New York, NY 10002']}",Little Canal,+19174727479,$,4.0,84,"['pickup', 'delivery']",https://www.yelp.com/biz/little-canal-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
394,lee-chung-cafe-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.711925, 'longitude': -73.996322}",(212) 233-5142,997.7328182868614,4W26jwklGZblk6ZEyedyIQ,https://s3-media4.fl.yelpcdn.com/bphoto/inGChptaaWOtNz6yxfFiAw/o.jpg,False,"{'address1': '82 Madison St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['82 Madison St', 'New York, NY 10002']}",Lee Chung Cafe,+12122335142,$,3.5,16,[],https://www.yelp.com/biz/lee-chung-cafe-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
395,yummy-fawl-and-falafel-cart-new-york,"[{'alias': 'falafel', 'title': 'Falafel'}]","{'latitude': 40.7127682, 'longitude': -74.0096605}",,510.51150606116005,KH34SWO2Id9XQM0jHe2R0g,,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY 10007']}",Yummy Fawl and Falafel Cart,,$,4.0,1,[],https://www.yelp.com/biz/yummy-fawl-and-falafel-cart-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
396,sumela-to-go-brooklyn-3,"[{'alias': 'turkish', 'title': 'Turkish'}, {'alias': 'kebab', 'title': 'Kebab'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 40.68929, 'longitude': -73.99242}",(718) 855-5050,2493.5177828553324,VD_Rqprd7sSw_4Fhjk583w,https://s3-media2.fl.yelpcdn.com/bphoto/UkPEdYAbxygvMKz-hSrJrg/o.jpg,False,"{'address1': '145 Court St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['145 Court St', 'Brooklyn, NY 11201']}",Sumela To Go,+17188555050,$,4.5,15,"['pickup', 'delivery']",https://www.yelp.com/biz/sumela-to-go-brooklyn-3?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
397,kiflus-lunch-truck-new-york,"[{'alias': 'african', 'title': 'African'}, {'alias': 'foodstands', 'title': 'Food Stands'}, {'alias': 'halal', 'title': 'Halal'}]","{'latitude': 40.71058, 'longitude': -74.00739}",,226.8146961816987,FGmZOlLX64hqFDqcxmsiBw,https://s3-media1.fl.yelpcdn.com/bphoto/MKMRGGcdwxozQC6wGOtePQ/o.jpg,False,"{'address1': 'Nassau St & Ann St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['Nassau St & Ann St', 'New York, NY 10038']}",Kiflu's Lunch Truck,,$,3.5,2,[],https://www.yelp.com/biz/kiflus-lunch-truck-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
398,halal-food-cart-new-york-9,"[{'alias': 'halal', 'title': 'Halal'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 40.7149321907469, 'longitude': -74.0115830674767}",,797.4820839462155,kbPDjFtRP-U5aNuKDYcUEA,https://s3-media2.fl.yelpcdn.com/bphoto/BIc1Y_gi_bUgHY-J_Vk5Ng/o.jpg,False,"{'address1': '255 Greenwich St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['255 Greenwich St', 'New York, NY 10007']}",Halal Food Cart,,$,3.5,4,[],https://www.yelp.com/biz/halal-food-cart-new-york-9?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
399,potbelly-sandwich-shop-new-york-6,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'salad', 'title': 'Salad'}]","{'latitude': 40.71448, 'longitude': -74.005842}",(646) 289-4206,669.4742920718359,8ptALjl9MeDONKbBgY6yzQ,https://s3-media3.fl.yelpcdn.com/bphoto/6T95hAaKUEF0_O73bqU0vw/o.jpg,False,"{'address1': '280 Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['280 Broadway', 'New York, NY 10007']}",Potbelly Sandwich Shop,+16462894206,$,3.0,45,"['pickup', 'delivery']",https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-6?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
400,picnic-spot-new-york,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': None, 'longitude': None}",,636.0228655597984,9Uz60D37qBqYRAIAvE33oA,https://s3-media2.fl.yelpcdn.com/bphoto/sW82LSYh6Ig6V0C4jrX7Bw/o.jpg,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY']}",Picnic Spot,,$,5.0,1,[],https://www.yelp.com/biz/picnic-spot-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
401,burger-king-new-york-46,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.7097190903318, 'longitude': -74.0069858429222}",(212) 566-5132,131.38169086181972,QDRMxE9anxw6hvva4r-ZTw,https://s3-media1.fl.yelpcdn.com/bphoto/WkYBeYBV3d7Wy5mYeO6ezg/o.jpg,False,"{'address1': '106 Fulton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['106 Fulton St', 'New York, NY 10038']}",Burger King,+12125665132,$,3.0,25,['delivery'],https://www.yelp.com/biz/burger-king-new-york-46?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
402,thompson-finest-deli-new-york,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'bagels', 'title': 'Bagels'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7224357, 'longitude': -74.0044578}",(212) 343-2337,1563.069010955472,WkALLrAOqGnMPhWhR4pM8w,https://s3-media1.fl.yelpcdn.com/bphoto/BTbWEMQ4ixBfuP36IlYVvA/o.jpg,False,"{'address1': '20 Thompson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['20 Thompson St', 'New York, NY 10013']}",Thompson Finest Deli,+12123432337,$,4.0,50,"['pickup', 'delivery']",https://www.yelp.com/biz/thompson-finest-deli-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
403,mikeys-burger-new-york,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.72024, 'longitude': -73.98817}",(212) 979-9211,2075.433669530371,solOveX_zT7QLkK7-AH2mw,https://s3-media1.fl.yelpcdn.com/bphoto/j-4zLbqALZ3kylEbMuRnXA/o.jpg,False,"{'address1': '134 Ludlow St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['134 Ludlow St', 'New York, NY 10002']}",Mikey's Burger,+12129799211,$,3.5,391,"['pickup', 'delivery']",https://www.yelp.com/biz/mikeys-burger-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
404,king-souvlaki-astoria-2,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 40.7643238363402, 'longitude': -73.9235472679138}",(917) 416-1189,9391.189695168905,7KN1q3ssjWoEnT_ggW09IA,https://s3-media3.fl.yelpcdn.com/bphoto/zXjKgDHR93NzGyjOY1_WLg/o.jpg,False,"{'address1': '31 St And 31 Ave', 'address2': None, 'address3': None, 'city': 'Astoria', 'zip_code': '11106', 'country': 'US', 'state': 'NY', 'display_address': ['31 St And 31 Ave', 'Astoria, NY 11106']}",King Souvlaki,+19174161189,$,4.5,238,[],https://www.yelp.com/biz/king-souvlaki-astoria-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
405,pronto-pizza-new-york-9,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.7097837, 'longitude': -74.0122122}",(212) 374-9595,439.71164423611265,LMuEESylhcBthCa9XBmIzw,https://s3-media2.fl.yelpcdn.com/bphoto/hJlQwXAaKdwf7dGtPKgY1g/o.jpg,False,"{'address1': '114 Liberty St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10006', 'country': 'US', 'state': 'NY', 'display_address': ['114 Liberty St', 'New York, NY 10006']}",Pronto Pizza,+12123749595,$,2.5,118,"['pickup', 'delivery']",https://www.yelp.com/biz/pronto-pizza-new-york-9?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
406,blimpie-new-york-12,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.70972, 'longitude': -74.00854}",(212) 528-5284,172.4808307124242,auQ9GexNMVZlosDSBkEGzg,https://s3-media2.fl.yelpcdn.com/bphoto/ppVcjS-Tw3jk7qbrgxG7FA/o.jpg,False,"{'address1': '69 Nassau St, a/k/a 29 John St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['69 Nassau St, a/k/a 29 John St', 'New York, NY 10038']}",Blimpie,+12125285284,$,3.5,15,"['pickup', 'delivery']",https://www.yelp.com/biz/blimpie-new-york-12?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
407,stromboli-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.72778, 'longitude': -73.9854299}",(212) 673-3691,2829.513497458617,rCFCyKkPuLDrZLNZiLJOHw,https://s3-media3.fl.yelpcdn.com/bphoto/qptoEeOhGVwhjrlQVD3e5Q/o.jpg,False,"{'address1': '83 Saint Marks Pl', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['83 Saint Marks Pl', 'New York, NY 10003']}",Stromboli Pizza,+12126733691,$,3.5,201,"['pickup', 'delivery']",https://www.yelp.com/biz/stromboli-pizza-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
408,sidewalk-tacos-new-york,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.79409, 'longitude': -73.94026}",(646) 454-9255,11060.931389392468,_VXlKJEUEoP0wG6ZxruteQ,https://s3-media1.fl.yelpcdn.com/bphoto/Y3R38xDkrFoao2YckZwI9A/o.jpg,False,"{'address1': '2163 2nd Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['2163 2nd Ave', 'New York, NY 10029']}",Sidewalk Tacos,+16464549255,$,4.5,58,"['pickup', 'delivery']",https://www.yelp.com/biz/sidewalk-tacos-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
409,optimum-gourmet-deli-new-york,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.717746, 'longitude': -73.989686}",(212) 477-4400,1799.118165738528,qRaBWmb6GS0Hx8HOr0Zr8w,https://s3-media3.fl.yelpcdn.com/bphoto/6awwDfZdEh49ku6poCHGaQ/o.jpg,False,"{'address1': '243 Broome St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['243 Broome St', 'New York, NY 10002']}",Optimum Gourmet Deli,+12124774400,$,4.5,27,[],https://www.yelp.com/biz/optimum-gourmet-deli-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
410,jin-mei-dumpling-house-津美锅贴-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7128944396973, 'longitude': -73.9965591430664}",(212) 608-8962,1022.4247905875732,Hlqadgkg87_ZJf2otxTNww,https://s3-media2.fl.yelpcdn.com/bphoto/l7TcDrYZ7waARiHXUOonjA/o.jpg,False,"{'address1': '25B Henry St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['25B Henry St', 'New York, NY 10002']}",Jin Mei Dumpling House 津美锅贴,+12126088962,$,3.5,56,[],https://www.yelp.com/biz/jin-mei-dumpling-house-%E6%B4%A5%E7%BE%8E%E9%94%85%E8%B4%B4-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
411,fresh-food-market-deli-and-grocery-manhattan,"[{'alias': 'convenience', 'title': 'Convenience Stores'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.72138, 'longitude': -74.00497}",(212) 941-6236,1428.7303707367385,JvVAXh4iSByS6TRn87aVVw,https://s3-media4.fl.yelpcdn.com/bphoto/EDJZIMijH9oSDGGSrO3hHQ/o.jpg,False,"{'address1': '386 Canal St', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['386 Canal St', 'Manhattan, NY 10013']}",Fresh Food Market Deli & Grocery,+12129416236,$,3.5,16,"['pickup', 'delivery']",https://www.yelp.com/biz/fresh-food-market-deli-and-grocery-manhattan?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
412,asian-wok-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.709792012435, 'longitude': -74.0018463134766}",(212) 766-0821,476.0782430457173,wtHvdNN_-O8D8t_04eyuPA,https://s3-media4.fl.yelpcdn.com/bphoto/Pu-izjfLEElln8AazIMqCQ/o.jpg,False,"{'address1': '88 Fulton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['88 Fulton St', 'New York, NY 10038']}",Asian Wok,+12127660821,$,2.5,36,"['pickup', 'delivery']",https://www.yelp.com/biz/asian-wok-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
413,yung-sun-restaurant-manhattan,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.713378, 'longitude': -73.995811}",(212) 346-9888,1103.4474891680331,Zs4IZRR5eNH_DaKDNa37wg,https://s3-media3.fl.yelpcdn.com/bphoto/5jkrqdwLYV_4zS3AFUIy2Q/o.jpg,False,"{'address1': '47 East Broadway', 'address2': '', 'address3': '', 'city': 'Manhattan', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['47 East Broadway', 'Manhattan, NY 10002']}",Yung Sun Restaurant,+12123469888,$,3.5,13,[],https://www.yelp.com/biz/yung-sun-restaurant-manhattan?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
